unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message,year,month,quarter,batch_id
643578,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2018-19,2018-12-01,24.82,,2018,12,4,2
649872,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Winter 2018-19,2018-12-01,10.23,,2018,12,4,2
649875,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2018-19,2018-12-01,11.51,,2018,12,4,2
643323,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2018-19,2018-12-01,19.11,,2018,12,4,2
643668,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2018-19,2018-12-01,22.76,,2018,12,4,2
650016,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2018-19,2018-12-01,7.03,,2018,12,4,2
643569,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2018-19,2018-12-01,25.25,,2018,12,4,2
649770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2018-19,2018-12-01,6.93,,2018,12,4,2
649878,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2018-19,2018-12-01,9.83,,2018,12,4,2
649818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2018-19,2018-12-01,6.93,,2018,12,4,2
643443,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2018-19,2018-12-01,14.25,,2018,12,4,2
649767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2018-19,2018-12-01,6.86,,2018,12,4,2
649737,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2018-19,2018-12-01,11.66,,2018,12,4,2
643680,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2018-19,2018-12-01,26.2,,2018,12,4,2
649911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2018-19,2018-12-01,10.74,,2018,12,4,2
650067,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2018-19,2018-12-01,6.45,,2018,12,4,2
643659,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2018-19,2018-12-01,17.83,,2018,12,4,2
643383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2018-19,2018-12-01,25.25,,2018,12,4,2
643491,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2018-19,2018-12-01,22.24,,2018,12,4,2
643590,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2018-19,2018-12-01,24.5,,2018,12,4,2
649710,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2018-19,2018-12-01,6.85,,2018,12,4,2
643707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2018-19,2018-12-01,18.57,,2018,12,4,2
643371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2018-19,2018-12-01,25.25,,2018,12,4,2
649722,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01,7.59,,2018,12,4,2
649839,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01,7.59,,2018,12,4,2
643536,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2018-19,2018-12-01,19.03,,2018,12,4,2
649950,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2018-19,2018-12-01,7.31,,2018,12,4,2
649866,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2018-19,2018-12-01,6.73,,2018,12,4,2
649899,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2018-19,2018-12-01,11.42,,2018,12,4,2
643566,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2018-19,2018-12-01,28.25,,2018,12,4,2
643713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2018-19,2018-12-01,18.04,,2018,12,4,2
643452,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,2018-12-01,19.92,,2018,12,4,2
649752,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2018-19,2018-12-01,8.01,,2018,12,4,2
643554,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2018-19,2018-12-01,27.38,,2018,12,4,2
643623,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2018-19,2018-12-01,26.84,,2018,12,4,2
643722,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2018-19,2018-12-01,16.05,,2018,12,4,2
649830,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2018-19,2018-12-01,6.69,,2018,12,4,2
649815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Winter 2018-19,2018-12-01,7.97,,2018,12,4,2
649917,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2018-19,2018-12-01,9.0,,2018,12,4,2
643515,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2018-19,2018-12-01,20.41,,2018,12,4,2
643698,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2018-19,2018-12-01,19.89,,2018,12,4,2
649668,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2018-19,2018-12-01,7.19,,2018,12,4,2
643374,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2018-19,2018-12-01,22.24,,2018,12,4,2
643632,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2018-19,2018-12-01,23.92,,2018,12,4,2
649719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2018-19,2018-12-01,7.76,,2018,12,4,2
649833,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2018-19,2018-12-01,8.1,,2018,12,4,2
643521,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2018-19,2018-12-01,17.99,,2018,12,4,2
650001,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2018-19,2018-12-01,6.97,,2018,12,4,2
643455,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2018-19,2018-12-01,20.36,,2018,12,4,2
649761,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2018-19,2018-12-01,7.17,,2018,12,4,2
643581,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2018-19,2018-12-01,24.45,,2018,12,4,2
643671,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2018-19,2018-12-01,21.94,,2018,12,4,2
643350,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2018-19,2018-12-01,21.57,,2018,12,4,2
649728,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Winter 2018-19,2018-12-01,8.16,,2018,12,4,2
649764,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2018-19,2018-12-01,6.83,,2018,12,4,2
650049,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2018-19,2018-12-01,6.72,,2018,12,4,2
650013,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2018-19,2018-12-01,7.24,,2018,12,4,2
650028,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2018-19,2018-12-01,7.3,,2018,12,4,2
643557,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Winter 2018-19,2018-12-01,25.62,,2018,12,4,2
649695,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Winter 2018-19,2018-12-01,7.15,,2018,12,4,2
649671,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2018-19,2018-12-01,7.2,,2018,12,4,2
643329,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2018-19,2018-12-01,20.36,,2018,12,4,2
643314,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2018-19,2018-12-01,20.42,,2018,12,4,2
643575,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2018-19,2018-12-01,24.2,,2018,12,4,2
643701,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2018-19,2018-12-01,21.45,,2018,12,4,2
643500,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2018-19,2018-12-01,25.25,,2018,12,4,2
643620,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2018-19,2018-12-01,18.66,,2018,12,4,2
643563,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2018-19,2018-12-01,31.49,,2018,12,4,2
649692,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2018-19,2018-12-01,7.23,,2018,12,4,2
649650,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2018-19,2018-12-01,7.46,,2018,12,4,2
643440,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2018-19,2018-12-01,16.55,,2018,12,4,2
649731,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2018-19,2018-12-01,8.96,,2018,12,4,2
643344,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2018-19,2018-12-01,24.83,,2018,12,4,2
649962,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Winter 2018-19,2018-12-01,7.15,,2018,12,4,2
643725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2018-19,2018-12-01,14.15,,2018,12,4,2
643551,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2018-19,2018-12-01,27.89,,2018,12,4,2
643695,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2018-19,2018-12-01,21.31,,2018,12,4,2
643689,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2018-19,2018-12-01,23.02,,2018,12,4,2
643413,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2018-19,2018-12-01,18.18,,2018,12,4,2
649677,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2018-19,2018-12-01,7.89,,2018,12,4,2
643608,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2018-19,2018-12-01,18.31,,2018,12,4,2
649959,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Winter 2018-19,2018-12-01,7.3,,2018,12,4,2
643716,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2018-19,2018-12-01,13.88,,2018,12,4,2
643461,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2018-19,2018-12-01,24.83,,2018,12,4,2
643386,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2018-19,2018-12-01,26.49,,2018,12,4,2
643683,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2018-19,2018-12-01,23.27,,2018,12,4,2
643395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2018-19,2018-12-01,27.47,,2018,12,4,2
649968,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Winter 2018-19,2018-12-01,9.27,,2018,12,4,2
650007,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2018-19,2018-12-01,6.82,,2018,12,4,2
643392,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2018-19,2018-12-01,29.66,,2018,12,4,2
649794,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2018-19,2018-12-01,7.19,,2018,12,4,2
643506,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2018-19,2018-12-01,24.36,,2018,12,4,2
649800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2018-19,2018-12-01,7.31,,2018,12,4,2
643656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2018-19,2018-12-01,22.11,,2018,12,4,2
643599,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Winter 2018-19,2018-12-01,23.1,,2018,12,4,2
649896,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2018-19,2018-12-01,9.52,,2018,12,4,2
649791,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2018-19,2018-12-01,7.18,,2018,12,4,2
643512,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2018-19,2018-12-01,22.03,,2018,12,4,2
643617,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2018-19,2018-12-01,20.23,,2018,12,4,2
643359,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2018-19,2018-12-01,21.71,,2018,12,4,2
643602,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2018-19,2018-12-01,22.02,,2018,12,4,2
649824,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2018-19,2018-12-01,6.74,,2018,12,4,2
643692,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2018-19,2018-12-01,21.88,,2018,12,4,2
649707,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2018-19,2018-12-01,6.74,,2018,12,4,2
649746,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2018-19,2018-12-01,9.29,,2018,12,4,2
643614,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2018-19,2018-12-01,19.26,,2018,12,4,2
643401,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2018-19,2018-12-01,27.74,,2018,12,4,2
643398,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2018-19,2018-12-01,25.9,,2018,12,4,2
650034,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2018-19,2018-12-01,7.57,,2018,12,4,2
643533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2018-19,2018-12-01,26.48,,2018,12,4,2
643674,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2018-19,2018-12-01,18.63,,2018,12,4,2
643662,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2018-19,2018-12-01,21.07,,2018,12,4,2
649842,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2018-19,2018-12-01,7.79,,2018,12,4,2
643560,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Winter 2018-19,2018-12-01,28.31,,2018,12,4,2
650037,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2018-19,2018-12-01,7.16,,2018,12,4,2
649749,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2018-19,2018-12-01,8.62,,2018,12,4,2
643611,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2018-19,2018-12-01,21.53,,2018,12,4,2
643650,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2018-19,2018-12-01,21.18,,2018,12,4,2
649803,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2018-19,2018-12-01,9.24,,2018,12,4,2
643380,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2018-19,2018-12-01,24.44,,2018,12,4,2
643410,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2018-19,2018-12-01,21.25,,2018,12,4,2
650055,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2018-19,2018-12-01,6.92,,2018,12,4,2
643434,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2018-19,2018-12-01,20.12,,2018,12,4,2
643419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2018-19,2018-12-01,20.31,,2018,12,4,2
643308,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2018-19,2018-12-01,21.79,,2018,12,4,2
643494,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01,24.69,,2018,12,4,2
643677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2018-19,2018-12-01,23.99,,2018,12,4,2
643665,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2018-19,2018-12-01,18.67,,2018,12,4,2
643704,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2018-19,2018-12-01,19.71,,2018,12,4,2
643365,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2018-19,2018-12-01,20.53,,2018,12,4,2
649740,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2018-19,2018-12-01,11.04,,2018,12,4,2
643524,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2018-19,2018-12-01,13.95,,2018,12,4,2
649965,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2018-19,2018-12-01,7.14,,2018,12,4,2
643479,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2018-19,2018-12-01,18.66,,2018,12,4,2
649953,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Winter 2018-19,2018-12-01,7.13,,2018,12,4,2
649854,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Winter 2018-19,2018-12-01,7.24,,2018,12,4,2
649977,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2018-19,2018-12-01,7.71,,2018,12,4,2
643644,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2018-19,2018-12-01,23.59,,2018,12,4,2
649905,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2018-19,2018-12-01,10.61,,2018,12,4,2
649956,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Winter 2018-19,2018-12-01,7.39,,2018,12,4,2
643710,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2018-19,2018-12-01,19.91,,2018,12,4,2
649674,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2018-19,2018-12-01,7.31,,2018,12,4,2
649797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,2018-12-01,7.2,,2018,12,4,2
649758,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2018-19,2018-12-01,6.92,,2018,12,4,2
643467,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2018-19,2018-12-01,21.57,,2018,12,4,2
649701,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2018-19,2018-12-01,6.93,,2018,12,4,2
649683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2018-19,2018-12-01,8.03,,2018,12,4,2
643542,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2018-19,2018-12-01,15.1,,2018,12,4,2
643416,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2018-19,2018-12-01,22.03,,2018,12,4,2
643407,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2018-19,2018-12-01,24.36,,2018,12,4,2
643545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2018-19,2018-12-01,23.64,,2018,12,4,2
649653,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Winter 2018-19,2018-12-01,7.29,,2018,12,4,2
649704,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2018-19,2018-12-01,6.91,,2018,12,4,2
650040,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2018-19,2018-12-01,7.29,,2018,12,4,2
649686,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2018-19,2018-12-01,9.24,,2018,12,4,2
643518,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2018-19,2018-12-01,19.86,,2018,12,4,2
